Object Name,ESX Cluster,Datastore
linux-minimal-0844,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0845,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0846,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0847,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0848,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0849,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0850,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0851,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0852,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0853,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0854,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0855,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0856,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0857,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0858,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0859,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0860,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0861,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0862,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0863,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0864,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0865,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0866,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0867,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0868,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0869,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0870,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0871,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0872,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0873,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0874,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0875,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0876,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0877,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0878,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0879,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0880,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0881,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0882,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0883,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0884,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0885,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0886,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0887,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0888,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0889,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0890,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0891,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0892,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0893,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0894,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0895,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0896,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0897,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0898,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0899,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0900,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0901,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0902,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0903,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0904,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0905,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0906,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0907,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0908,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0909,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0910,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0911,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0912,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0913,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0914,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0915,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0916,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0917,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0918,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0919,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0920,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0921,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0922,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0923,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0924,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0925,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0926,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0927,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0928,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0929,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0930,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0931,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0932,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0933,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0934,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0935,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0936,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0937,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0938,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0939,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0940,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0941,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0942,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0943,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0944,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0945,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0946,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0947,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0948,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0949,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0950,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0951,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0952,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0953,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0954,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0955,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0956,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0957,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0958,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0959,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0960,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0961,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0962,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0963,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0964,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0965,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0966,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0967,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0968,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0969,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0970,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0971,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0972,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0973,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0974,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0975,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0976,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0977,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0978,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0979,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0980,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0981,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0982,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0983,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0984,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0985,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0986,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0987,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0988,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0989,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0990,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0991,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0992,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0993,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0994,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0995,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0996,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0997,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0998,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-0999,poc01-67-cluster02,PURE-DS1-10TB
linux-minimal-1000,poc01-67-cluster02,PURE-DS1-10TB
